	Employer	JobID	KeywordCount	KeywordList	Location	Relocate	RemoteWork	Title	TitleDetails	TitleFeatures	dataScienceJob
901	Blend_Interactive	81550	5	['php', '.net', 'linux', 'apache', 'mysql']	Sioux Falls, SD	yes	no	Serious Programming Chops? Let's Chat.		[]	no
902	pebble_code	80058	5	['javascript', 'node.js', 'angularjs', 'backbone.js', 'reactjs']	London, UK	no	no	Full-Stack JavaScript Developer		['development', 'full_stack', 'javascript']	no
903	Clarus_Commerce	80063	4	['html5', 'css3', '.net', 'c#']	Middletown, CT	no	no	Junior Developer		['development', 'junior']	no
904	Blue_Acorn	80120	5	['php', 'magento', 'mysql', 'javascript', 'jquery']	Charleston, SC	yes	no	Applications Engineer I	II, and Senior	['engineer', 'senior']	no
905	Scribd	80197	5	['ruby on rails', 'javascript', 'jquery', 'python', 'mysql']	San Francisco, CA	no	no	Senior Platform Engineer @ Scribd		['engineer', 'senior']	no
906	Wirestorm_Innovations	80214	5	['java', 'angularjs', 'mongodb', 'node.js', 'solr']	Portland, OR	no	no	MEAN Machine	Full Stack Developer	[]	no
907	Unroolecom	80247	5	['ruby on rails', 'rspec', 'mysql', 'git', 'json']	Toronto, ON, Canada	yes	yes	Ruby On Rails Platform Developer		['development', 'ruby']	no
908	Kupferwerk	80274	5	['ios', 'javascript', 'json', 'css3', 'html5']	Mnchen, Deutschland	no	no	iOS Entwickler	m/w	['development', 'ios']	no
909	IceMobile	80377	5	['android', 'sdk', 'java', 'eclipse', 'xml']	Amsterdam, Netherlands	no	no	Android Developers	Medior and/ or Senior	['android', 'development']	no
910	Jetcom	78774	3	['c#', '.net', 'azure']	Hoboken, NJ	yes	no	Software Engineer		['engineer', 'software']	no
911	zanox	78862	0	[]	Berlin, Germany	no	no	PHP Senior Software Engineer in Test	f/m	['engineer', 'php', 'senior', 'software', 'test']	no
912	The_Financial_Times	78952	6	['sysadmin', 'python', 'puppet', 'rhel', 'ruby', 'amazon web services']	London, UK	no	no	Integration Engineer	Devops	['engineer']	no
913	ENGAGENCY	79061	5	['c#', 'asp.net mvc', 'css', 'javascript', 'sitecore']	Austin, TX	no	no	Wanted: .NET / C# Developer with a heart of gold		['development']	no
914	Paylocity	79090	3	['html', 'css', 'javascript']	Arlington Heights, IL	no	yes	UI Developer		['development']	no
915	PrivateGiant	79126	5	['ios', 'android', 'objective c', 'java', 'rest']	Orlando, FL	no	no	Software Engineer, Mobile Applications	IOS / Android	['engineer', 'software']	no
916	Yoogaia	78453	5	['html5', 'javascript', 'css3', 'jquery', 'json']	Espoo, Finland	no	no	FULL-STACK ENGINEER		['engineer', 'full_stack']	no
917	mBank	78473	5	['c#', '.net', 'asp.net', 'ado.net', 'xml']	Warsaw, Poland	no	no	.NET Developer		['development']	no
918	Zenika	78477	5	['java', 'spring', 'hibernate', 'angularjs', 'maven']	Paris, France	no	no	Software Engineer	h/f	['engineer', 'software']	no
919	Klarna	78486	5	['erlang', 'riak', 'tdd', 'continuous integration', 'open source']	Stockholm, Sweden	yes	no	Software Engineer	Functional Programming	['engineer', 'software']	no
920	Blubolt	78503	5	['php', 'mysql', 'e commerce', 'memcached', 'lamp']	Bath, UK	no	no	PHP Web Developer	eCommerce	['development', 'php', 'web']	no
921	simplesurance	78615	5	['php', 'magento', 'prestashop', 'shopify', 'shopware']	Berlin, Germany	yes	no	Magento Shop System Developer	PrestaShop, ShopWare, Shopify, PHP	['development', 'php']	no
922	Propelware	79621	5	['c#', '.net', 'angularjs', 'javascript', 'sql']	Lakeville, MN	no	no	Software Engineer needed to make small business work better.		['engineer', 'software']	no
923	Weedmaps_Media	79696	5	['ruby on rails', 'mvc', 'aws', 'c++', 'php']	Irvine, CA	yes	no	Senior Software Engineer	Director Level	['engineer', 'senior', 'software']	no
924	GL_Geiendrfer_Leschinsky	79742	5	['python', 'javascript', 'django', 'angularjs', 'elasticsearch']	Kln, Deutschland	no	no	(Senior-)Developer/-in		[]	no
925	Stride	79924	5	['ruby on rails', 'agile', 'javascript', 'tdd', 'pair programming']	New York, NY	yes	no	Senior Agile Developer	Ruby on Rails	['development', 'ruby', 'senior']	no
926	eHarmony	80014	4	['enterprise', 'saas', 'java', 'android 4.2 jelly bean']	Santa Monica, CA	no	no	Senior Android Developer		['android', 'development', 'senior']	no
927	Oblong_Industries	81769	5	['c++', 'opengl', 'linux', 'glsl', 'hardware interface']	Los Angeles, CA	yes	no	C++/OpenGL Software Engineer		['engineer', 'software']	no
928	Intellicure	81770	5	['jquery', 'asp.net mvc', 'sql server', 'wcf', 'c#']	The Woodlands, TX	no	no	Healthcare Web Developer		['development', 'web']	no
929	Oblong_Industries	81776	5	['c', 'c++', 'openssl', 'gnutls', 'scripting']	Los Angeles, CA	yes	no	C/C++ Software Engineer	Security	['engineer', 'security', 'software']	no
930	ResourceAmmirati	81923	5	['java', '.net', 'oop', 'node.js', 'html']	Columbus, OH	yes	no	Senior Front End Developer		['development', 'front_end', 'senior']	no
931	Infomedia	81943	5	['apache', 'puppet', 'shell', 'python', 'ruby']	Frenchs Forest, Australia	no	no	DevOps Engineer		['development', 'engineer', 'operations']	no
932	Anonyome_Labs	82001	5	['objective c', 'ios', 'swift', 'interface builder', 'cryptography']	Salt Lake City, UT	no	no	iOS Developer		['development', 'ios']	no
933	Bosch_Software_Innovations	82012	5	['java', 'java ee', 'cloud', 'docker', 'maven']	Berlin, Deutschland	yes	no	Senior Software Developer	m/w  Cloud Services	['cloud', 'development', 'senior', 'software', 'web_services']	no
934	Bosch_Software_Innovations	82014	5	['java', 'javascript', 'xml', 'xslt', 'osgi']	Waiblingen, Deutschland	yes	no	Senior Software Developer	m/w - Connected Mobility	['development', 'senior', 'software']	no
935	Ubiquity	82056	5	['c#', 'sql', 'asp.net', 'mvc', 'agile']	Auckland, New Zealand	no	no	Development Team Leader / Manager	New Zealand	['development', 'manager']	no
936	Dailymotion	82098	6	['mysql', 'linux', 'python', 'bash', 'elasticsearch', 'sysadmin']	Paris, France	no	no	DBA Ninja		['dba']	no
937	Yammer	77937	2	['java', 'ruby on rails']	London, UK	no	no	Services Software Engineer		['engineer', 'software', 'web_services']	no
938	Version1	78172	5	['java ee', 'java', 'spring', 'hibernate', 'git']	Dublin, Ireland	yes	no	Java Developer	Company of the year in Tech Excellence Awards	['development', 'java']	no
939	EnergySavvy	78196	4	['python', 'django', 'ruby', 'software engineering']	Cambridge, MA	yes	no	Software Engineer for Cleantech Startup		['engineer', 'software', 'startup']	no
940	Therefore_Interactive	78244	3	['html', 'css', 'javascript']	Toronto, ON, Canada	no	no	Senior Digital Producer		['senior']	no
941	Airbox_Aerospace_Limited	79210	2	['c#', '.net']	Oxfordshire, UK	no	yes	Your C# Will Save Lives.		[]	no
942	Citi	79238	5	['java', 'uml', 'sql', 'jms', 'hibernate']	Tampa, FL	no	no	AVP	Java Developer  - High Profile Global Project Team	['development', 'java']	no
943	Wargaming	79281	3	['c++', 'unix', 'python']	Sydney, Australia	no	no	Server Tools Software Engineer		['engineer', 'software']	no
944	MarkLogic	79487	5	['nosql', 'java', 'javascript', 'node.js', 'xquery']	San Carlos, CA	no	no	Developer Evangelist	NoSQL technology	['development', 'technology']	no
945	Advanced_Business_Computers_of_America	79597	5	['asp.net mvc 5', 'asp.net web api', 'c#', 'entity framework 6', 'angularjs']	Jacksonville, FL	yes	no	Software Engineer		['engineer', 'software']	no
946	Matrix42	80979	3	['.net', 'c#', 'sql']	Frankfurt am Main, Deutschland	no	no	Software Tester	w/m SCRUM	['software']	no
947	iPrax_Systems_GmbH_Co	81024	3	['objective c', '.net', 'sql server']	Mnchen, Deutschland	no	no	Junior-Softwareentwickler/in C#/Objective-C		['development', 'junior', 'software']	no
948	Trakstar	81039	5	['ruby on rails', 'jquery', 'html', 'css', 'javascript']	Seattle, WA	no	no	Sr. Rails Developer at profitable startup		['development', 'ruby', 'senior', 'startup']	no
949	Drop_Locker	81086	4	['lamp', 'aws', 'project management', 'architecture']	San Francisco, CA	no	yes	Director of Engineering		['director', 'engineer']	no
950	MathWorks	81123	5	['java', 'c++', 'scala', 'nosql', 'amazon web services']	Natick, MA	yes	no	Senior Software Engineer	MATLAB Online	['engineer', 'senior', 'software']	no
951	MathWorks	81125	5	['html', 'css', 'javascript', 'java', 'sql']	Natick, MA	yes	no	Web Application Developer	Commerce Systems	['development', 'web']	no
952	Lending_Club	81147	5	['java', 'sql', 'hibernate', 'toplink', 'orm']	San Francisco, CA	no	no	Sr. Java Developer		['development', 'java', 'senior']	no
953	BalaBit_IT_Security	81161	5	['c', 'coding style', 'linux', 'tcp', 'open source']	Budapest, Hungary	no	no	C Developer	support a million open source users	['development']	no
954	15Five	81271	4	['python', 'django', 'postgresql', 'celery']	New York, NY	no	no	Senior Python Engineer		['engineer', 'python', 'senior']	no
955	Purple	81279	5	['php', 'javascript', 'html', 'css', 'asp.net']	Orlando, FL	no	no	Full-Stack Web Developer		['development', 'full_stack', 'web']	no
956	Teamworkcom	81316	5	['jquery', 'knockout.js', 'mysql', 'amazon web services', 'go']	Cork, Ireland	yes	yes	Senior Software Engineer		['engineer', 'senior', 'software']	no
957	GrubHub	77092	4	['java', 'agile', 'amazon web services', 'architecture']	Chicago, IL	yes	no	Senior Software Engineer		['engineer', 'senior', 'software']	no
958	Bonanzacom	77188	3	['ruby on rails', 'c++', 'javascript']	Seattle, WA	no	no	Image Processing Programmer		['programmer']	no
959	Xamarin	77429	5	['c#', 'git', 'ios', 'windows', 'android']	Tillamook, OR	yes	no	Senior Product Manager	Xamarin Insights	['manager', 'product', 'senior']	no
960	ForeFlight	77449	5	['html5', 'css3', 'javascript', 'design', 'python']	Austin, TX	yes	no	Web Designer		['web']	no
961	Idean	77454	5	['html', 'css', 'javascript', 'jquery', 'angularjs']	San Francisco, CA	yes	no	UI Developer		['development']	no
962	EXXETA	77504	5	['java', 'java ee', 'jsf', 'xml', 'ajax']	Stuttgart, Deutschland	no	no	Java / JEE Architektur  Senior Consultant	m/w  Standort Stuttgart	['java', 'senior']	no
963	Disy_Informationssysteme	75070	5	['java', 'junit', 'sql', 'jquery', 'javascript']	Karlsruhe, Germany	no	no	Java Softwareentwickler		['development', 'java', 'software']	no
964	ScoreBig	75340	4	['c#', '.net', 'asp.net', 'sql']	Los Angeles, CA	yes	no	Software Engineer		['engineer', 'software']	no
965	Infusion	75786	4	['.net', 'c#', 'wfp', 'sql']	New York, NY	no	no	Software Engineer	Desktop Trading	['engineer', 'software']	no
966	Rewe_Digital	76679	3	['junit', 'selenium', 'java']	Kln, Germany	yes	no	INFORMATIKER ALS SOFTWARE ENGINEER QA	M/W	['engineer', 'software']	no
967	Atomic_Software	77634	5	['javascript', 'php', 'jquery', 'mysql', 'java']	Kings County, NY	no	no	Senior Web Developer		['development', 'senior', 'web']	no
968	Cake_Solutions	77719	5	['amazon web services', 'puppet', 'vagrant', 'linux', 'docker']	Stockport, UK	no	no	DevOps Engineer		['development', 'engineer', 'operations']	no
969	Bloom_Health	77766	5	['groovy', 'ruby', 'grails', 'rails', 'java']	Minneapolis, MN	no	no	Software Engineer, Back-end	Groovy Grails	['back_end', 'engineer', 'software']	no
970	PeachWorks	87686	3	['amazon web services', 'chef', 'sysadmin']	Ann Arbor, MI	no	yes	DevOps Engineer		['development', 'engineer', 'operations']	no
971	Rockford_Corporation	87688	5	['dsp', 'arm', 'c++', 'audio', 'embedded']	Tempe, AZ	no	no	Embedded Software Engineer		['embedded', 'engineer', 'software']	no
972	ActiveProspect	87693	3	['javascript', 'angularjs', 'saas']	Austin, TX	yes	yes	JavaScript UI Developer		['development', 'javascript']	no
973	Nintendo_of_America	87710	2	['ms office', 'project management']	Redmond, WA	yes	no	Program Manager	Strategic Initiatives	['manager']	no
974	Sentient_Technologies	87718	5	['sql', 'hudson', 'jenkins', 'bamboo', 'maven']	San Francisco, CA	no	no	Senior Test Automation Engineer	Artificial Intelligence	['engineer', 'senior', 'test']	no
975	Sentient_Technologies	87723	5	['c', 'c++', 'ios', 'shell', 'gradle']	San Francisco, CA	no	no	Senior Build Engineer		['engineer', 'senior']	no
976	Sentient_Technologies	87727	4	['ios', 'user interface', 'user experience', 'android']	San Francisco, CA	no	no	UI/UX Designer	Mobile	[]	no
977	Kickserv	87730	5	['html', 'css', 'javascript', 'ruby on rails', 'ruby']	San Francisco, CA	no	yes	Software Engineer	Ruby on Rails / JavaScript	['engineer', 'software']	no
978	Myagi	87732	4	['reactjs', 'javascript', 'html', 'css']	Melbourne, Australia	no	no	Front End Developer		['development', 'front_end']	no
979	Campaign_Monitor	87734	5	['javascript', 'html5', 'css3', 'angularjs', 'node.js']	San Francisco, CA	yes	no	Front End Developer	HTML/CSS/JavaScript - $250M funding - Mr Paul Irish fan?	['development', 'front_end']	no
980	Terafina	87736	5	['angularjs', 'css3', 'html5', 'bootstrap', 'jquery']	San Jose, CA	no	no	Senior Web Developer		['development', 'senior', 'web']	no
981	Sportsbet	87738	3	['linux', 'python', 'ruby']	Melbourne, Australia	yes	no	Linux Senior Devops Engineer		['development', 'engineer', 'linux', 'operations', 'senior']	no
982	Festo_AG_Co	87758	4	['microsoft', '.net', 'c#', 'wpf']	Esslingen, Deutschland	no	no	Softwareentwickler Engineering-Software	m/w	['development', 'engineer', 'software']	no
983	Redgate_Software	87761	6	['jira', 'c#', 'visual studio', 'communication', 'devops', 'sysadmin']	Cambridge, UK	no	no	Build Master		[]	no
984	Festo_AG_Co	87763	4	['javascript', 'html5', 'frameworks', 'node.js']	Esslingen, Deutschland	no	no	Frameworkentwickler Web-Cloud Software mit Schwerpunkt GUI	m/w	['cloud', 'development', 'software', 'web']	no
985	Festo_AG_Co	87765	5	['.net', 'c#', 'wpf', 'mvvm', 'mef']	Esslingen, Deutschland	no	no	Frameworkentwickler Engineering-Software	m/w	['development', 'engineer', 'software']	no
986	Ray_Sono	87767	2	['ios', 'android']	Mnchen, Deutschland	no	no	Mobile Entwickler	m/w	['development']	no
987	DH	87778	5	['asp.net mvc', 'entity framework', 'jquery', 'c#', '.net']	Mississauga, ON, Canada	no	no	Lead .Net Developer		['development', 'lead']	no
988	Imagine_Diamonds	87806	5	['magento', 'php', 'css', 'jquery', 'mysql']	New York, NY	no	no	Magento Developer-Heart and Soul of our Organization		['development']	no
989	hedgehog_lab	87808	4	['ios', 'objective c', 'swift', 'iphone']	Newcastle upon Tyne, UK	no	no	iOS Developer		['development', 'ios']	no
990	Liip	87811	2	['aem', 'cq5']	Lausanne, Schweiz	no	no	Java AEM/CQ Developer	Adobe Experience Manager (F/M	['development', 'java']	no
991	mediawave_internet_solutions	87815	4	['magento', 'php', 'mysql', 'zend framework']	Mnchen, Deutschland	no	no	Technischer Projektleiter / Software Architekt E-Commerce	m/w	['software']	no
992	Touch_Lab	87822	3	['android', 'mobile', 'java']	New York, NY	yes	no	Android Developer		['android', 'development']	no
993	Rocksauce_Studios	87833	3	['ember.js', 'javascript', 'node.js']	Austin, TX	no	yes	Hiring Ambitious Front-End Web Developers!		['development', 'front_end', 'web']	no
994	PCBennett_Solutions	87848	4	['.net', 'c#', 'asp.net', 'mysql']	North Bend, WA	no	no	.NET Software Developer		['development', 'software']	no
995	INTERNETONE	86492	2	['html', 'css']	Kln, Deutschland	no	no	Head of Software Development	m/w	['development', 'head', 'software']	no
996	Intel_Corporation	86494	4	['wireless', 'openstack', 'vmware', 'sdn']	Shannon, Ireland	yes	no	SDN/NFV Engineer		['engineer']	no
997	Styria_Digital_Services	86506	6	['devops', 'linux', 'java', 'oracle', 'tomcat', 'sysadmin']	Wien, sterreich	no	no	DevOps Engineer fr Newsportale	m/w	['development', 'engineer', 'operations']	no
998	Holidaypirates	86531	5	['ios', 'android', 'gradle', 'rest', 'json']	Berlin, Germany	yes	no	Native iOS/Android Application Developer	f/m	['android', 'development', 'ios']	no
999	WIBUSYSTEMS	86544	3	['c', 'embedded', 'cryptography']	Karlsruhe, Deutschland	no	no	Embedded Software-Entwickler	m/w Karriere @ Wibu-Systems	['development', 'embedded', 'software']	no
1000	WIBUSYSTEMS	86546	5	['java', '.net', 'c', 'c++', 'elf']	Karlsruhe, Deutschland	no	no	Security Software-Entwickler Java	m/w Karriere @ Wibu-Systems	['development', 'java', 'security', 'software']	no
1001	Pixsan_Digital_Software	86551	5	['embedded linux', 'drivers', 'gstreamer', 'c', 'c++']	Shipley, UK	no	no	Embedded C/C++ Engineer		['embedded', 'engineer']	no
1002	Bogglo	86553	5	['php', 'model view controller', 'jquery', 'mysql', 'paypal adaptive payments']	New York, NY	no	no	Full-Stack Web Developer		['development', 'full_stack', 'web']	no
1003	Cognex_Corporation	86555	5	['c#', '.net', 'c++', 'com', 'winforms']	Natick, MA	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	no
1004	Ticketleap	86557	5	['django', 'python', 'amazon web services', 'ios', 'android']	Philadelphia, PA	no	no	Software Developer		['development', 'software']	no
1005	D_E_Shaw_Research	86562	5	['hpc', 'python', 'linux', 'unix', 'customer support']	New York, NY	yes	no	Systems Engineers	Scientific User Support	['engineer']	no
1006	RESCO	86566	5	['ruby on rails', 'jquery', 'twitter bootstrap', 'git', 'css']	Hudson, WI	no	no	Web Developer/Designer		['development', 'web']	no
1007	AdoptaPetcom	86568	5	['nginx', 'php', 'mysql', 'perl', 'postgresql']	Claremont, CA	no	yes	Back End Web Developer		['back_end', 'development', 'web']	no
1008	Alberta_Motor_Association	86575	5	['ruby on rails 3', 'rspec', 'ubuntu', 'backbone.js', 'git']	Edmonton, AB, Canada	no	no	Web Developer III		['development', 'web']	no
1009	Philosophie	86579	5	['ruby', 'javascript', 'ios', 'web', 'rails']	New York, NY	yes	no	Software Engineer	Help companies design and build better software.	['engineer', 'software']	no
1010	Automatic	86580	4	['ios', 'swift', 'objective c', 'reactive cocoa']	San Francisco, CA	yes	no	Senior iOS Engineer		['engineer', 'ios', 'senior']	no
1011	Blackboard	86586	5	['infrastructure', 'cloud', 'jvm', 'bash', 'java']	Chantilly, VA	no	no	Senior Application Systems Engineer		['engineer', 'senior']	no
1012	Elevate_Studios	86591	5	['html5', 'css', 'scss', 'sass', 'javascript']	Chicago, IL	no	no	Manager	Interactive Development	['development', 'manager']	no
1013	Gozooga	86603	4	['ember.js', 'scss', 'php', 'html5']	Tampa, FL	no	yes	Senior Software Engineer		['engineer', 'senior', 'software']	no
1014	Smart_Management	86605	5	['jave', 'j2ee', 'xml', 'mysql', 'oracle']	Providence, RI	yes	no	Technical Lead	Software	['lead', 'technical']	no
1015	MidwayUSA	86618	5	['c#', 'ms', 'visual', 'studio', 'asp.net']	Columbia, MO	no	no	Web Application Developer		['development', 'web']	no
1016	Amazon	86689	3	['linux', 'unix', 'windows']	Tel Aviv, Israel	no	no	IT Support Engineer		['engineer']	no
1017	iplabs	86757	5	['freemarker', 'sass', 'foundation', 'jquery', 'git']	Bonn, Deutschland	no	no	Webentwickler	m/w	['development', 'web']	no
1018	TekTalent_Limited	86759	5	['ruby on rails', 'ruby', 'java', 'hadoop', 'scala']	Greece	no	yes	Senior Ruby on Rails Developer	Remote	['development', 'ruby', 'senior']	no
1019	Drgerwerk_AG_Co	86762	5	['java', 'rest', 'spring', 'selenium', 'gwt']	Lbeck, Deutschland	no	no	Java Entwickler	m/w fr klinische Applikationen	['development', 'java']	no
1020	Clevertech	88061	1	['android']	New York, NY	no	yes	Accomplished Native Android Developer		['android', 'development']	no
1021	Voxy	88063	5	['python', 'django', 'objective c', 'android', 'backbone.js']	New York, NY	no	no	Full Stack Engineer		['engineer', 'full_stack']	no
1022	SocialWire	88069	5	['python', 'model view controller', 'postgresql', 'amazon web services', 'redis']	San Francisco, CA	no	no	Senior Software Engineer @ SocialWire		['engineer', 'senior', 'software']	no
1023	MedTech_Exchange	88072	5	['qa', 'software quality', 'testing', 'automated tests', 'integration testing']	Alpharetta, GA	no	no	Quality Assurance Specialist		['quality']	no
1024	TV_Software_Services	88085	4	['laravel 5', 'google analytics api', 'php', 'blade']	Fort Lauderdale, FL	no	no	PHP Laravel Developer		['development', 'php']	no
1025	Axis41	88092	5	['java', 'mongodb', 'javascript', 'web services', 'sdk']	Salt Lake City, UT	no	no	Software Developer		['development', 'software']	no
1026	AutoOwners_Insurance	88094	4	['javascript', 'css', 'xhtml', 'xml']	Lansing, MI	no	no	User Experience Designer	GUI, UX, Web, Interface, Graphic	['web']	no
1027	Xamarin	88104	4	['ruby', 'python', 'git', 'sysadmin']	Boston, MA	yes	no	Systems Engineer		['engineer']	no
1028	CaptainU	88106	5	['ruby', 'rails', 'ember', 'jquery', 'javascript']	Denver, CO	no	yes	Experienced Ruby on Rails & Ember.js Developer		['development', 'ruby']	no
1029	Orange	88115	1	['2']	Noisy-le-Grand, France	no	no	Requteur - Dveloppeur JAVA SQL	f/h	['java', 'sql']	no
1030	HTM_KK	88126	0	[]	,	no	no	IT System Administrator		['administrator']	no
1031	Eurofins	88133	2	['development environment', 'lead']	Barneveld, Nederland	no	no	Lead Developer		['development', 'lead']	no
1032	Deutscher_GenossenschaftsVerlag_eG	88135	5	['html', 'css', 'mysql', 'ddl', 'jquery']	Wiesbaden, Deutschland	no	no	Junior Softwareentwickler	m/w	['development', 'junior', 'software']	no
1033	NeuroNation_Synaptikon	88139	3	['actionscript 3', 'air', 'starling framework']	Berlin, Deutschland	no	no	ActionScript Fighter for mobile development wanted		['development']	no
1034	iteconomics	88140	5	['java ee', 'spring', 'hibernate', 'maven', 'web services']	Dsseldorf, Deutschland	yes	no	Java Developer	m/w fr die IT-Unternehmensberatung	['development', 'java']	no
1035	ServiceReisen_Giessen_Heyne_GmbH_Co	88142	5	['java', 'intersystems cache', 'php', 'javascript', 'sysadmin']	Gieen, Deutschland	no	no	Software-Entwickler/in mit Schwerpunkt Java/JEE		['development', 'java', 'software']	no
1036	Monsieur	88144	3	['ruby on rails', 'ember.js', 'github']	Atlanta, GA	no	no	Senior Ruby on Rails Developer		['development', 'ruby', 'senior']	no
1037	Velaro	88146	5	['.net', 'asp.net mvc', 'rest', 'json', 'bootstrap']	Ellicott City, MD	no	yes	.NET Software Engineer		['engineer', 'software']	no
1038	Vodori	87178	6	['qa', 'sahi', 'qtestlib', 'jmeter', 'agile', 'sysadmin']	Chicago, IL	yes	no	QA Analyst		['analyst']	no
1039	Kenzan_Media	87208	5	['amazon web services', 'jenkins', 'unix', 'linux', 'git']	Denver, CO	no	no	DevOps Engineer		['development', 'engineer', 'operations']	no
1040	Icemedia	87213	4	['c#', 'sql', 'asp.net', '.net framework']	Amsterdam, Netherlands	no	no	Senior/ medior Back-end Developer		['back_end', 'development', 'senior']	no
1041	Harrison_College	87217	5	['visual studio 2012', 'asp.net', 'asp.net mvc 3', 'iis 7', 'sql']	Indianapolis, IN	no	no	Web Developer  .NET		['development', 'web']	no
1042	Caddis	87220	5	['expressionengine', 'php', 'javascript', 'html', 'css']	Franklin, TN	yes	no	Web Developer		['development', 'web']	no
1043	Distil_Networks	87222	5	['tcp', 'dns', 'http', 'sql', 'vmware']	Arlington, VA	yes	no	Senior Solutions Architect	WINNER Hottest DC Tech Startup	['architect', 'senior', 'startup']	no
1044	3D_MarComms	87233	5	['html', 'javascript', 'jquery', 'css', 'psd']	Maldon, UK	no	no	Front-end Web Developer		['development', 'front_end', 'web']	no
1045	Ralph_Lauren_Corporation	87237	5	['html', 'xml', 'css', 'javascript', 'jquery']	New York, NY	no	no	Full Stack Developer	Ralph Lauren Digital	['development', 'full_stack']	no
1046	Strategic_Systems_Technology_Corp	87246	5	['javascript', 'angularjs', 'jasmine', 'gulp', 'karma runner']	Suwanee, GA	no	no	Senior Front End Developer with Impressive Web/JavaScript Experience		['development', 'front_end', 'javascript', 'senior', 'web']	no
1047	JustPark	87257	1	['android']	London, UK	no	no	Android Developer		['android', 'development']	no
1048	NextTier_Education	87262	4	['javascript', 'angularjs', 'node.js', 'model view controller']	Chicago, IL	no	no	AngularJS Architect		['architect']	no
1049	Steamclock_Software	87277	5	['android', 'ios', 'objective c', 'java', 'swift']	Vancouver, BC, Canada	no	no	Mobile Software Engineer		['engineer', 'software']	no
1050	Udemy	87279	5	['puppet', 'sql', 'nginx', 'apache', 'python']	Dublin, Ireland	no	no	Operations Engineer	DevOps	['development', 'engineer', 'operations']	no
1051	Udemy	87280	5	['python', 'django', 'angular', 'sql', 'rest']	Dublin, Ireland	no	no	Sr. Software Engineer	Full Stack Web Application Development	['development', 'engineer', 'full_stack', 'senior', 'software', 'web']	no
1052	Twistle	87286	4	['python', 'ios', 'android', 'javascript']	Seattle, WA	yes	yes	Senior Software Engineer / Architect / Development Manager		['architect', 'development', 'engineer', 'manager', 'senior', 'software']	no
1053	BirdDog_Software_Corporation	87291	5	['vb.net', 'sql', 'html', 'javascript', 'asp.net mvc 5']	Oklahoma City, OK	no	no	Software Engineer		['engineer', 'software']	no
1054	Picmonic	87297	5	['php', 'lamp', 'angularjs', 'rest', 'javascript']	Tempe, AZ	no	no	Senior Software Engineer position @ AZ Ed-Tech Startup!		['engineer', 'senior', 'software', 'startup']	no
1055	Catalpa_International	87307	5	['user interface', 'user experience', 'html5', 'css3', 'jquery']	Dli, Timor-Leste	yes	no	UI/UX Web Designer position with Catalpa International	- Dili, Timor-Leste	['web']	no
1056	Webgears	87312	5	['php', 'phpunit', 'symfony2', 'doctrine2', 'yii']	Berlin, Deutschland	no	no	PHP/Symfony2 Developer	m/f in E-Commerce	['development', 'php']	no
1057	Richie	87314	5	['ios', 'android', 'django', 'node.js', 'c']	Finland	no	yes	Senior Software Engineer		['engineer', 'senior', 'software']	no
1058	TomTom	87316	4	['android', 'alsa', 'audioflinger', 'hal']	Amsterdam, Nederland	no	no	Android Audio Embedded Engineer		['android', 'embedded', 'engineer']	no
1059	Bean_Creative	87325	5	['php', 'java', 'javascript', 'drupal', 'android']	Alexandria, VA	yes	no	Programmer/Developer for Web	Mobile & Interactive	['development', 'programmer', 'web']	no
1060	Eyesore	87343	2	['cakephp 3.0', 'cakephp']	Griffin, GA	no	yes	CakePHP Developer		['development']	no
1061	Rocket_Internet	87349	5	['cucumber', 'gherkin', 'selenium', 'svn', 'cvs']	Berlin, Germany	no	no	QA Senior Test Automation Engineer	m/f	['engineer', 'senior', 'test']	no
1062	SmartGift	87354	5	['php', 'javascript', 'unit testing', 'rest', 'e commerce']	New York, NY	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	no
1063	Alkami_Technology	87356	5	['javascript', 'html5', 'css3', 'knockout.js', 'user interface']	Dallas, TX	no	no	Agile Front End Software Developer		['development', 'front_end', 'software']	no
1064	One_Month	87363	5	['ruby on rails', 'ruby', 'postgresql', 'coffeescript', 'heroku']	New York, NY	no	no	Rails Genius		['ruby']	no
1065	RAB_Lighting	87369	5	['python', 'api', 'rest', 'linux', 'django']	New York, NY	yes	no	Embedded Python Developer		['development', 'embedded', 'python']	no
1066	Clevertech	87370	1	['sysadmin']	New York, NY	no	no	Phenomenal DevOps Leader		['development', 'operations']	no
1067	RebelMouse	87374	4	['css', 'html', 'js', 'jquery']	New York, NY	no	yes	Advertising Integrations Specialist		[]	no
1068	Aspect_Software	87378	5	['endpoint', 'security', 'pci dss', 'firewall', 'sox']	Orlando, FL	no	no	Security Analyst		['analyst', 'security']	no
1069	Stage_Front_Tickets	87381	5	['c#', 'sql server', 'extjs', 'javascript', 'asp.net']	Columbia, MD	no	no	Entry-Level Software Engineer		['engineer', 'software']	no
1070	Syndeca	87396	5	['objective c', 'sql', 'php', 'java', 'haskell']	San Francisco, CA	no	yes	iOS and Android Engineer		['android', 'engineer', 'ios']	no
1071	LucaNet	87422	3	['java', 'unit testing', 'system testing']	Berlin, Deutschland	no	no	Java Developer / Java Entwickler	m/w	['development', 'java']	no
